Id Marker X Y 
132 0 6.250000e-02 6.875000e-01
133 0 6.250000e-02 8.125000e-01
134 0 1.875000e-01 8.125000e-01
135 0 4.375000e-01 8.125000e-01
136 0 3.125000e-01 8.125000e-01
137 0 9.375000e-01 9.375000e-01
138 0 8.125000e-01 9.375000e-01
139 0 6.875000e-01 9.375000e-01
140 0 5.625000e-01 9.375000e-01
141 0 4.375000e-01 9.375000e-01
142 0 3.125000e-01 9.375000e-01
143 0 1.875000e-01 9.375000e-01
144 0 6.250000e-02 9.375000e-01
145 0 8.750000e-01 6.250000e-02
146 0 9.375000e-01 0.000000e+00
147 0 9.375000e-01 1.250000e-01
148 0 1.000000e+00 6.250000e-02
149 0 3.750000e-01 6.250000e-02
150 0 4.375000e-01 0.000000e+00
151 0 4.375000e-01 1.250000e-01
152 0 5.000000e-01 6.250000e-02
153 0 8.125000e-01 0.000000e+00
154 0 7.500000e-01 6.250000e-02
155 0 8.125000e-01 1.250000e-01
156 0 3.125000e-01 0.000000e+00
157 0 2.500000e-01 6.250000e-02
158 0 3.125000e-01 1.250000e-01
159 0 5.625000e-01 0.000000e+00
160 0 6.250000e-01 6.250000e-02
161 0 5.625000e-01 1.250000e-01
162 0 1.250000e-01 6.250000e-02
163 0 6.250000e-02 0.000000e+00
164 0 6.250000e-02 1.250000e-01
165 0 0.000000e+00 6.250000e-02
166 0 6.875000e-01 0.000000e+00
167 0 6.875000e-01 1.250000e-01
168 0 1.875000e-01 0.000000e+00
169 0 1.875000e-01 1.250000e-01
170 0 1.000000e+00 1.875000e-01
171 0 9.375000e-01 2.500000e-01
172 0 8.750000e-01 1.875000e-01
173 0 5.000000e-01 1.875000e-01
174 0 4.375000e-01 2.500000e-01
175 0 3.750000e-01 1.875000e-01
176 0 6.250000e-01 1.875000e-01
177 0 5.625000e-01 2.500000e-01
178 0 7.500000e-01 1.875000e-01
179 0 8.125000e-01 2.500000e-01
180 0 6.875000e-01 2.500000e-01
181 0 2.500000e-01 1.875000e-01
182 0 3.125000e-01 2.500000e-01
183 0 1.875000e-01 2.500000e-01
184 0 1.250000e-01 1.875000e-01
185 0 8.750000e-01 3.125000e-01
186 0 7.500000e-01 3.125000e-01
187 0 8.125000e-01 3.750000e-01
188 0 9.375000e-01 3.750000e-01
189 0 1.000000e+00 3.125000e-01
190 0 3.750000e-01 3.125000e-01
191 0 2.500000e-01 3.125000e-01
192 0 3.125000e-01 3.750000e-01
193 0 4.375000e-01 3.750000e-01
194 0 5.000000e-01 3.125000e-01
195 0 0.000000e+00 1.875000e-01
196 0 6.250000e-02 2.500000e-01
197 0 6.250000e-01 3.125000e-01
198 0 5.625000e-01 3.750000e-01
199 0 6.875000e-01 3.750000e-01
200 0 1.250000e-01 3.125000e-01
201 0 6.250000e-02 3.750000e-01
202 0 0.000000e+00 3.125000e-01
203 0 1.875000e-01 3.750000e-01
204 0 1.000000e+00 4.375000e-01
205 0 9.375000e-01 5.000000e-01
206 0 8.750000e-01 4.375000e-01
207 0 7.500000e-01 4.375000e-01
208 0 8.125000e-01 5.000000e-01
209 0 6.250000e-01 4.375000e-01
210 0 6.875000e-01 5.000000e-01
211 0 8.750000e-01 5.625000e-01
212 0 1.000000e+00 5.625000e-01
213 0 9.375000e-01 6.250000e-01
214 0 8.125000e-01 6.250000e-01
215 0 7.500000e-01 5.625000e-01
216 0 5.000000e-01 4.375000e-01
217 0 4.375000e-01 5.000000e-01
218 0 3.750000e-01 4.375000e-01
219 0 5.625000e-01 5.000000e-01
220 0 3.125000e-01 5.000000e-01
221 0 2.500000e-01 4.375000e-01
222 0 3.750000e-01 5.625000e-01
223 0 5.000000e-01 5.625000e-01
224 0 4.375000e-01 6.250000e-01
225 0 3.125000e-01 6.250000e-01
226 0 2.500000e-01 5.625000e-01
227 0 1.250000e-01 4.375000e-01
228 0 1.875000e-01 5.000000e-01
229 0 6.250000e-01 5.625000e-01
230 0 5.625000e-01 6.250000e-01
231 0 6.875000e-01 6.250000e-01
232 0 0.000000e+00 4.375000e-01
233 0 6.250000e-02 5.000000e-01
234 0 1.250000e-01 5.625000e-01
235 0 0.000000e+00 5.625000e-01
236 0 6.250000e-02 6.250000e-01
237 0 1.875000e-01 6.250000e-01
238 0 7.500000e-01 6.875000e-01
239 0 6.875000e-01 7.500000e-01
240 0 6.250000e-01 6.875000e-01
241 0 8.125000e-01 7.500000e-01
242 0 8.750000e-01 6.875000e-01
243 0 5.000000e-01 6.875000e-01
244 0 5.625000e-01 7.500000e-01
245 0 3.750000e-01 6.875000e-01
246 0 4.375000e-01 7.500000e-01
247 0 6.250000e-01 8.125000e-01
248 0 5.625000e-01 8.750000e-01
249 0 5.000000e-01 8.125000e-01
250 0 7.500000e-01 8.125000e-01
251 0 6.875000e-01 8.750000e-01
252 0 9.375000e-01 7.500000e-01
253 0 1.000000e+00 6.875000e-01
254 0 8.750000e-01 8.125000e-01
255 0 9.375000e-01 8.750000e-01
256 0 1.000000e+00 8.125000e-01
257 0 8.125000e-01 8.750000e-01
258 0 2.500000e-01 6.875000e-01
259 0 1.875000e-01 7.500000e-01
260 0 1.250000e-01 6.875000e-01
261 0 3.125000e-01 7.500000e-01
262 0 6.250000e-02 7.500000e-01
263 0 0.000000e+00 6.875000e-01
264 0 1.250000e-01 8.125000e-01
265 0 6.250000e-02 8.750000e-01
266 0 0.000000e+00 8.125000e-01
267 0 2.500000e-01 8.125000e-01
268 0 1.875000e-01 8.750000e-01
269 0 3.750000e-01 8.125000e-01
270 0 4.375000e-01 8.750000e-01
271 0 3.125000e-01 8.750000e-01
272 0 1.000000e+00 9.375000e-01
273 0 9.375000e-01 1.000000e+00
274 0 8.750000e-01 9.375000e-01
275 0 8.125000e-01 1.000000e+00
276 0 7.500000e-01 9.375000e-01
277 0 6.250000e-01 9.375000e-01
278 0 6.875000e-01 1.000000e+00
279 0 5.000000e-01 9.375000e-01
280 0 5.625000e-01 1.000000e+00
281 0 4.375000e-01 1.000000e+00
282 0 3.750000e-01 9.375000e-01
283 0 2.500000e-01 9.375000e-01
284 0 3.125000e-01 1.000000e+00
285 0 1.250000e-01 9.375000e-01
286 0 1.875000e-01 1.000000e+00
287 0 0.000000e+00 9.375000e-01
288 0 6.250000e-02 1.000000e+00
289 0 9.062500e-01 9.375000e-02
290 0 9.062500e-01 3.125000e-02
291 0 8.437500e-01 9.375000e-02
292 0 8.437500e-01 3.125000e-02
293 0 9.687500e-01 3.125000e-02
294 0 9.687500e-01 9.375000e-02
295 0 9.687500e-01 1.562500e-01
296 0 9.062500e-01 1.562500e-01
297 0 4.062500e-01 9.375000e-02
298 0 4.062500e-01 3.125000e-02
299 0 3.437500e-01 9.375000e-02
300 0 3.437500e-01 3.125000e-02
301 0 4.687500e-01 3.125000e-02
302 0 4.687500e-01 9.375000e-02
303 0 4.687500e-01 1.562500e-01
304 0 4.062500e-01 1.562500e-01
305 0 5.312500e-01 3.125000e-02
306 0 5.312500e-01 9.375000e-02
307 0 7.812500e-01 3.125000e-02
308 0 7.812500e-01 9.375000e-02
309 0 7.187500e-01 3.125000e-02
310 0 7.187500e-01 9.375000e-02
311 0 7.812500e-01 1.562500e-01
312 0 8.437500e-01 1.562500e-01
313 0 2.812500e-01 3.125000e-02
314 0 2.812500e-01 9.375000e-02
315 0 2.187500e-01 3.125000e-02
316 0 2.187500e-01 9.375000e-02
317 0 2.812500e-01 1.562500e-01
318 0 3.437500e-01 1.562500e-01
319 0 5.937500e-01 3.125000e-02
320 0 5.937500e-01 9.375000e-02
321 0 6.562500e-01 3.125000e-02
322 0 6.562500e-01 9.375000e-02
323 0 5.312500e-01 1.562500e-01
324 0 5.937500e-01 1.562500e-01
325 0 9.375000e-02 3.125000e-02
326 0 9.375000e-02 9.375000e-02
327 0 1.562500e-01 3.125000e-02
328 0 1.562500e-01 9.375000e-02
329 0 3.125000e-02 3.125000e-02
330 0 3.125000e-02 9.375000e-02
331 0 3.125000e-02 1.562500e-01
332 0 9.375000e-02 1.562500e-01
333 0 7.187500e-01 1.562500e-01
334 0 6.562500e-01 1.562500e-01
335 0 2.187500e-01 1.562500e-01
336 0 1.562500e-01 1.562500e-01
337 0 9.687500e-01 2.187500e-01
338 0 9.062500e-01 2.187500e-01
339 0 9.687500e-01 2.812500e-01
340 0 9.062500e-01 2.812500e-01
341 0 8.437500e-01 2.187500e-01
342 0 4.687500e-01 2.187500e-01
343 0 5.312500e-01 2.187500e-01
344 0 4.062500e-01 2.187500e-01
345 0 4.687500e-01 2.812500e-01
346 0 4.062500e-01 2.812500e-01
347 0 3.437500e-01 2.187500e-01
348 0 5.937500e-01 2.187500e-01
349 0 6.562500e-01 2.187500e-01
350 0 5.312500e-01 2.812500e-01
351 0 5.937500e-01 2.812500e-01
352 0 7.812500e-01 2.187500e-01
353 0 7.187500e-01 2.187500e-01
354 0 7.812500e-01 2.812500e-01
355 0 8.437500e-01 2.812500e-01
356 0 7.187500e-01 2.812500e-01
357 0 6.562500e-01 2.812500e-01
358 0 2.812500e-01 2.187500e-01
359 0 2.187500e-01 2.187500e-01
360 0 2.812500e-01 2.812500e-01
361 0 3.437500e-01 2.812500e-01
362 0 1.562500e-01 2.187500e-01
363 0 2.187500e-01 2.812500e-01
364 0 1.562500e-01 2.812500e-01
365 0 9.375000e-02 2.187500e-01
366 0 8.437500e-01 3.437500e-01
367 0 9.062500e-01 3.437500e-01
368 0 7.812500e-01 3.437500e-01
369 0 7.187500e-01 3.437500e-01
370 0 7.812500e-01 4.062500e-01
371 0 8.437500e-01 4.062500e-01
372 0 9.687500e-01 3.437500e-01
373 0 9.687500e-01 4.062500e-01
374 0 9.062500e-01 4.062500e-01
375 0 3.437500e-01 3.437500e-01
376 0 4.062500e-01 3.437500e-01
377 0 2.812500e-01 3.437500e-01
378 0 2.187500e-01 3.437500e-01
379 0 2.812500e-01 4.062500e-01
380 0 3.437500e-01 4.062500e-01
381 0 4.687500e-01 3.437500e-01
382 0 4.687500e-01 4.062500e-01
383 0 4.062500e-01 4.062500e-01
384 0 5.312500e-01 3.437500e-01
385 0 3.125000e-02 2.187500e-01
386 0 3.125000e-02 2.812500e-01
387 0 9.375000e-02 2.812500e-01
388 0 5.937500e-01 3.437500e-01
389 0 6.562500e-01 3.437500e-01
390 0 5.312500e-01 4.062500e-01
391 0 5.937500e-01 4.062500e-01
392 0 7.187500e-01 4.062500e-01
393 0 6.562500e-01 4.062500e-01
394 0 9.375000e-02 3.437500e-01
395 0 1.562500e-01 3.437500e-01
396 0 3.125000e-02 3.437500e-01
397 0 3.125000e-02 4.062500e-01
398 0 9.375000e-02 4.062500e-01
399 0 2.187500e-01 4.062500e-01
400 0 1.562500e-01 4.062500e-01
401 0 9.687500e-01 4.687500e-01
402 0 9.062500e-01 4.687500e-01
403 0 9.687500e-01 5.312500e-01
404 0 9.062500e-01 5.312500e-01
405 0 8.437500e-01 4.687500e-01
406 0 7.812500e-01 4.687500e-01
407 0 7.187500e-01 4.687500e-01
408 0 7.812500e-01 5.312500e-01
409 0 8.437500e-01 5.312500e-01
410 0 6.562500e-01 4.687500e-01
411 0 5.937500e-01 4.687500e-01
412 0 7.187500e-01 5.312500e-01
413 0 6.562500e-01 5.312500e-01
414 0 9.062500e-01 5.937500e-01
415 0 8.437500e-01 5.937500e-01
416 0 9.687500e-01 5.937500e-01
417 0 9.687500e-01 6.562500e-01
418 0 9.062500e-01 6.562500e-01
419 0 7.812500e-01 5.937500e-01
420 0 7.812500e-01 6.562500e-01
421 0 8.437500e-01 6.562500e-01
422 0 7.187500e-01 5.937500e-01
423 0 4.687500e-01 4.687500e-01
424 0 5.312500e-01 4.687500e-01
425 0 4.062500e-01 4.687500e-01
426 0 4.687500e-01 5.312500e-01
427 0 4.062500e-01 5.312500e-01
428 0 3.437500e-01 4.687500e-01
429 0 5.312500e-01 5.312500e-01
430 0 5.937500e-01 5.312500e-01
431 0 2.812500e-01 4.687500e-01
432 0 2.812500e-01 5.312500e-01
433 0 3.437500e-01 5.312500e-01
434 0 2.187500e-01 4.687500e-01
435 0 4.062500e-01 5.937500e-01
436 0 3.437500e-01 5.937500e-01
437 0 4.687500e-01 5.937500e-01
438 0 5.312500e-01 5.937500e-01
439 0 4.687500e-01 6.562500e-01
440 0 4.062500e-01 6.562500e-01
441 0 2.812500e-01 5.937500e-01
442 0 2.812500e-01 6.562500e-01
443 0 3.437500e-01 6.562500e-01
444 0 2.187500e-01 5.312500e-01
445 0 2.187500e-01 5.937500e-01
446 0 1.562500e-01 4.687500e-01
447 0 9.375000e-02 4.687500e-01
448 0 1.562500e-01 5.312500e-01
449 0 5.937500e-01 5.937500e-01
450 0 6.562500e-01 5.937500e-01
451 0 5.312500e-01 6.562500e-01
452 0 5.937500e-01 6.562500e-01
453 0 7.187500e-01 6.562500e-01
454 0 6.562500e-01 6.562500e-01
455 0 3.125000e-02 4.687500e-01
456 0 3.125000e-02 5.312500e-01
457 0 9.375000e-02 5.312500e-01
458 0 9.375000e-02 5.937500e-01
459 0 1.562500e-01 5.937500e-01
460 0 3.125000e-02 5.937500e-01
461 0 3.125000e-02 6.562500e-01
462 0 9.375000e-02 6.562500e-01
463 0 2.187500e-01 6.562500e-01
464 0 1.562500e-01 6.562500e-01
465 0 7.187500e-01 7.187500e-01
466 0 7.812500e-01 7.187500e-01
467 0 6.562500e-01 7.187500e-01
468 0 7.187500e-01 7.812500e-01
469 0 6.562500e-01 7.812500e-01
470 0 5.937500e-01 7.187500e-01
471 0 8.437500e-01 7.187500e-01
472 0 7.812500e-01 7.812500e-01
473 0 8.437500e-01 7.812500e-01
474 0 9.062500e-01 7.187500e-01
475 0 5.312500e-01 7.187500e-01
476 0 4.687500e-01 7.187500e-01
477 0 5.312500e-01 7.812500e-01
478 0 5.937500e-01 7.812500e-01
479 0 4.062500e-01 7.187500e-01
480 0 3.437500e-01 7.187500e-01
481 0 4.687500e-01 7.812500e-01
482 0 4.062500e-01 7.812500e-01
483 0 5.937500e-01 8.437500e-01
484 0 6.562500e-01 8.437500e-01
485 0 5.312500e-01 8.437500e-01
486 0 5.312500e-01 9.062500e-01
487 0 5.937500e-01 9.062500e-01
488 0 4.687500e-01 8.437500e-01
489 0 7.187500e-01 8.437500e-01
490 0 7.812500e-01 8.437500e-01
491 0 7.187500e-01 9.062500e-01
492 0 6.562500e-01 9.062500e-01
493 0 9.687500e-01 7.187500e-01
494 0 9.687500e-01 7.812500e-01
495 0 9.062500e-01 7.812500e-01
496 0 9.062500e-01 8.437500e-01
497 0 8.437500e-01 8.437500e-01
498 0 9.687500e-01 8.437500e-01
499 0 9.687500e-01 9.062500e-01
500 0 9.062500e-01 9.062500e-01
501 0 7.812500e-01 9.062500e-01
502 0 8.437500e-01 9.062500e-01
503 0 2.187500e-01 7.187500e-01
504 0 2.812500e-01 7.187500e-01
505 0 1.562500e-01 7.187500e-01
506 0 2.187500e-01 7.812500e-01
507 0 1.562500e-01 7.812500e-01
508 0 9.375000e-02 7.187500e-01
509 0 2.812500e-01 7.812500e-01
510 0 3.437500e-01 7.812500e-01
511 0 3.125000e-02 7.187500e-01
512 0 3.125000e-02 7.812500e-01
513 0 9.375000e-02 7.812500e-01
514 0 9.375000e-02 8.437500e-01
515 0 1.562500e-01 8.437500e-01
516 0 3.125000e-02 8.437500e-01
517 0 3.125000e-02 9.062500e-01
518 0 9.375000e-02 9.062500e-01
519 0 2.187500e-01 8.437500e-01
520 0 2.812500e-01 8.437500e-01
521 0 2.187500e-01 9.062500e-01
522 0 1.562500e-01 9.062500e-01
523 0 4.062500e-01 8.437500e-01
524 0 3.437500e-01 8.437500e-01
525 0 4.687500e-01 9.062500e-01
526 0 4.062500e-01 9.062500e-01
527 0 2.812500e-01 9.062500e-01
528 0 3.437500e-01 9.062500e-01
529 0 9.687500e-01 9.687500e-01
530 0 9.062500e-01 9.687500e-01
531 0 8.437500e-01 9.687500e-01
532 0 7.812500e-01 9.687500e-01
533 0 7.187500e-01 9.687500e-01
534 0 6.562500e-01 9.687500e-01
535 0 5.937500e-01 9.687500e-01
536 0 5.312500e-01 9.687500e-01
537 0 4.687500e-01 9.687500e-01
538 0 4.062500e-01 9.687500e-01
539 0 3.437500e-01 9.687500e-01
540 0 2.812500e-01 9.687500e-01
541 0 2.187500e-01 9.687500e-01
542 0 1.562500e-01 9.687500e-01
543 0 9.375000e-02 9.687500e-01
544 0 3.125000e-02 9.687500e-01
545 0 8.750000e-01 9.375000e-02
546 0 9.062500e-01 6.250000e-02
547 0 9.062500e-01 1.250000e-01
548 0 9.375000e-01 9.375000e-02
549 0 8.750000e-01 3.125000e-02
550 0 9.375000e-01 3.125000e-02
551 0 9.062500e-01 0.000000e+00
552 0 8.437500e-01 6.250000e-02
553 0 8.437500e-01 1.250000e-01
554 0 8.125000e-01 9.375000e-02
555 0 8.125000e-01 3.125000e-02
556 0 8.437500e-01 0.000000e+00
557 0 9.687500e-01 0.000000e+00
558 0 1.000000e+00 3.125000e-02
559 0 9.687500e-01 6.250000e-02
560 0 9.687500e-01 1.250000e-01
561 0 1.000000e+00 9.375000e-02
562 0 9.375000e-01 1.562500e-01
563 0 9.687500e-01 1.875000e-01
564 0 1.000000e+00 1.562500e-01
565 0 8.750000e-01 1.562500e-01
566 0 9.062500e-01 1.875000e-01
567 0 3.750000e-01 9.375000e-02
568 0 4.062500e-01 6.250000e-02
569 0 4.062500e-01 1.250000e-01
570 0 4.375000e-01 9.375000e-02
571 0 3.750000e-01 3.125000e-02
572 0 4.375000e-01 3.125000e-02
573 0 4.062500e-01 0.000000e+00
574 0 3.437500e-01 6.250000e-02
575 0 3.437500e-01 1.250000e-01
576 0 3.125000e-01 9.375000e-02
577 0 3.125000e-01 3.125000e-02
578 0 3.437500e-01 0.000000e+00
579 0 4.687500e-01 0.000000e+00
580 0 5.000000e-01 3.125000e-02
581 0 4.687500e-01 6.250000e-02
582 0 4.687500e-01 1.250000e-01
583 0 5.000000e-01 9.375000e-02
584 0 4.375000e-01 1.562500e-01
585 0 4.687500e-01 1.875000e-01
586 0 5.000000e-01 1.562500e-01
587 0 3.750000e-01 1.562500e-01
588 0 4.062500e-01 1.875000e-01
589 0 5.312500e-01 6.250000e-02
590 0 5.312500e-01 0.000000e+00
591 0 5.625000e-01 3.125000e-02
592 0 5.625000e-01 9.375000e-02
593 0 5.312500e-01 1.250000e-01
594 0 7.812500e-01 0.000000e+00
595 0 7.500000e-01 3.125000e-02
596 0 7.812500e-01 6.250000e-02
597 0 7.500000e-01 9.375000e-02
598 0 7.812500e-01 1.250000e-01
599 0 7.187500e-01 6.250000e-02
600 0 7.187500e-01 0.000000e+00
601 0 6.875000e-01 3.125000e-02
602 0 6.875000e-01 9.375000e-02
603 0 7.187500e-01 1.250000e-01
604 0 8.125000e-01 1.562500e-01
605 0 7.812500e-01 1.875000e-01
606 0 7.500000e-01 1.562500e-01
607 0 8.437500e-01 1.875000e-01
608 0 2.812500e-01 0.000000e+00
609 0 2.500000e-01 3.125000e-02
610 0 2.812500e-01 6.250000e-02
611 0 2.500000e-01 9.375000e-02
612 0 2.812500e-01 1.250000e-01
613 0 2.187500e-01 6.250000e-02
614 0 2.187500e-01 0.000000e+00
615 0 1.875000e-01 3.125000e-02
616 0 1.875000e-01 9.375000e-02
617 0 2.187500e-01 1.250000e-01
618 0 3.125000e-01 1.562500e-01
619 0 2.812500e-01 1.875000e-01
620 0 2.500000e-01 1.562500e-01
621 0 3.437500e-01 1.875000e-01
622 0 5.937500e-01 0.000000e+00
623 0 5.937500e-01 6.250000e-02
624 0 6.250000e-01 3.125000e-02
625 0 6.250000e-01 9.375000e-02
626 0 5.937500e-01 1.250000e-01
627 0 6.562500e-01 6.250000e-02
628 0 6.562500e-01 0.000000e+00
629 0 6.562500e-01 1.250000e-01
630 0 5.625000e-01 1.562500e-01
631 0 5.312500e-01 1.875000e-01
632 0 6.250000e-01 1.562500e-01
633 0 5.937500e-01 1.875000e-01
634 0 9.375000e-02 6.250000e-02
635 0 1.250000e-01 3.125000e-02
636 0 6.250000e-02 3.125000e-02
637 0 9.375000e-02 0.000000e+00
638 0 1.250000e-01 9.375000e-02
639 0 9.375000e-02 1.250000e-01
640 0 6.250000e-02 9.375000e-02
641 0 1.562500e-01 6.250000e-02
642 0 1.562500e-01 0.000000e+00
643 0 1.562500e-01 1.250000e-01
644 0 3.125000e-02 0.000000e+00
645 0 0.000000e+00 3.125000e-02
646 0 3.125000e-02 6.250000e-02
647 0 3.125000e-02 1.250000e-01
648 0 0.000000e+00 9.375000e-02
649 0 6.250000e-02 1.562500e-01
650 0 3.125000e-02 1.875000e-01
651 0 0.000000e+00 1.562500e-01
652 0 1.250000e-01 1.562500e-01
653 0 9.375000e-02 1.875000e-01
654 0 6.875000e-01 1.562500e-01
655 0 7.187500e-01 1.875000e-01
656 0 6.562500e-01 1.875000e-01
657 0 1.875000e-01 1.562500e-01
658 0 2.187500e-01 1.875000e-01
659 0 1.562500e-01 1.875000e-01
660 0 1.000000e+00 2.187500e-01
661 0 9.687500e-01 2.500000e-01
662 0 9.375000e-01 2.187500e-01
663 0 9.062500e-01 2.500000e-01
664 0 8.750000e-01 2.187500e-01
665 0 9.375000e-01 2.812500e-01
666 0 1.000000e+00 2.812500e-01
667 0 9.687500e-01 3.125000e-01
668 0 9.062500e-01 3.125000e-01
669 0 8.750000e-01 2.812500e-01
670 0 8.125000e-01 2.187500e-01
671 0 8.437500e-01 2.500000e-01
672 0 5.000000e-01 2.187500e-01
673 0 4.687500e-01 2.500000e-01
674 0 4.375000e-01 2.187500e-01
675 0 5.312500e-01 2.500000e-01
676 0 5.625000e-01 2.187500e-01
677 0 4.062500e-01 2.500000e-01
678 0 3.750000e-01 2.187500e-01
679 0 4.375000e-01 2.812500e-01
680 0 5.000000e-01 2.812500e-01
681 0 4.687500e-01 3.125000e-01
682 0 4.062500e-01 3.125000e-01
683 0 3.750000e-01 2.812500e-01
684 0 3.125000e-01 2.187500e-01
685 0 3.437500e-01 2.500000e-01
686 0 6.250000e-01 2.187500e-01
687 0 5.937500e-01 2.500000e-01
688 0 6.875000e-01 2.187500e-01
689 0 6.562500e-01 2.500000e-01
690 0 5.625000e-01 2.812500e-01
691 0 5.312500e-01 3.125000e-01
692 0 5.937500e-01 3.125000e-01
693 0 6.250000e-01 2.812500e-01
694 0 7.500000e-01 2.187500e-01
695 0 7.812500e-01 2.500000e-01
696 0 7.187500e-01 2.500000e-01
697 0 8.125000e-01 2.812500e-01
