Id Marker Origin End
2552 0 12 666
2553 0 189 666
2554 0 667 339
2555 0 189 667
2556 0 97 667
2557 0 667 372
2558 0 668 340
2559 0 185 668
2560 0 97 668
2561 0 668 367
2562 0 669 340
2563 0 49 669
2564 0 185 669
2565 0 669 355
2566 0 670 341
2567 0 179 670
2568 0 92 670
2569 0 670 352
2570 0 671 341
2571 0 49 671
2572 0 179 671
2573 0 671 355
2574 0 672 342
2575 0 18 672
2576 0 173 672
2577 0 672 343
2578 0 673 342
2579 0 18 673
2580 0 174 673
2581 0 673 345
2582 0 674 342
2583 0 174 674
2584 0 90 674
2585 0 674 344
2586 0 675 343
2587 0 18 675
2588 0 177 675
2589 0 675 350
2590 0 676 343
2591 0 177 676
2592 0 91 676
2593 0 676 348
2594 0 677 344
2595 0 50 677
2596 0 174 677
2597 0 677 346
2598 0 678 344
2599 0 50 678
2600 0 175 678
2601 0 678 347
2602 0 679 345
2603 0 174 679
2604 0 99 679
2605 0 679 346
2606 0 680 345
2607 0 18 680
2608 0 194 680
2609 0 680 350
2610 0 681 345
2611 0 194 681
2612 0 99 681
2613 0 681 381
2614 0 682 346
2615 0 190 682
2616 0 99 682
2617 0 682 376
2618 0 683 346
2619 0 50 683
2620 0 190 683
2621 0 683 361
2622 0 684 347
2623 0 182 684
2624 0 94 684
2625 0 684 358
2626 0 685 347
2627 0 50 685
2628 0 182 685
2629 0 685 361
2630 0 686 348
2631 0 52 686
2632 0 176 686
2633 0 686 349
2634 0 687 348
2635 0 52 687
2636 0 177 687
2637 0 687 351
2638 0 688 349
2639 0 180 688
2640 0 93 688
2641 0 688 353
2642 0 689 349
2643 0 52 689
2644 0 180 689
2645 0 689 357
2646 0 690 350
2647 0 177 690
2648 0 101 690
2649 0 690 351
2650 0 691 350
2651 0 194 691
2652 0 101 691
2653 0 691 384
2654 0 692 351
2655 0 197 692
2656 0 101 692
2657 0 692 388
2658 0 693 351
2659 0 52 693
2660 0 197 693
2661 0 693 357
2662 0 694 352
2663 0 10 694
2664 0 178 694
2665 0 694 353
2666 0 695 352
2667 0 10 695
2668 0 179 695
2669 0 695 354
2670 0 696 353
2671 0 10 696
2672 0 180 696
2673 0 696 356
2674 0 697 354
2675 0 179 697
2676 0 96 697
2677 0 697 355
2678 0 698 354
2679 0 10 698
2680 0 186 698
2681 0 698 356
2682 0 699 354
2683 0 186 699
2684 0 96 699
2685 0 699 368
2686 0 700 355
2687 0 185 700
2688 0 96 700
2689 0 700 366
2690 0 701 356
2691 0 180 701
2692 0 102 701
2693 0 701 357
2694 0 702 356
2695 0 186 702
2696 0 102 702
2697 0 702 369
2698 0 703 357
2699 0 197 703
2700 0 102 703
2701 0 703 389
2702 0 704 358
2703 0 11 704
2704 0 181 704
2705 0 704 359
2706 0 705 358
2707 0 11 705
2708 0 182 705
2709 0 705 360
2710 0 706 359
2711 0 11 706
2712 0 183 706
2713 0 706 363
2714 0 707 359
2715 0 183 707
2716 0 95 707
2717 0 707 362
2718 0 708 360
2719 0 182 708
2720 0 98 708
2721 0 708 361
2722 0 709 360
2723 0 11 709
2724 0 191 709
2725 0 709 363
2726 0 710 360
2727 0 191 710
2728 0 98 710
2729 0 710 377
2730 0 711 361
2731 0 190 711
2732 0 98 711
2733 0 711 375
2734 0 712 362
2735 0 53 712
2736 0 183 712
2737 0 712 364
2738 0 713 362
2739 0 53 713
2740 0 184 713
2741 0 713 365
2742 0 714 363
2743 0 183 714
2744 0 104 714
2745 0 714 364
2746 0 715 363
2747 0 191 715
2748 0 104 715
2749 0 715 378
2750 0 716 364
2751 0 200 716
2752 0 104 716
2753 0 716 395
2754 0 717 364
2755 0 53 717
2756 0 200 717
2757 0 717 387
2758 0 718 365
2759 0 196 718
2760 0 100 718
2761 0 718 385
2762 0 719 365
2763 0 53 719
2764 0 196 719
2765 0 719 387
2766 0 720 366
2767 0 34 720
2768 0 185 720
2769 0 720 367
2770 0 721 366
2771 0 34 721
2772 0 187 721
2773 0 721 371
2774 0 722 366
2775 0 187 722
2776 0 96 722
2777 0 722 368
2778 0 723 367
2779 0 34 723
2780 0 188 723
2781 0 723 374
2782 0 724 367
2783 0 188 724
2784 0 97 724
2785 0 724 372
2786 0 725 368
2787 0 55 725
2788 0 186 725
2789 0 725 369
2790 0 726 368
2791 0 55 726
2792 0 187 726
2793 0 726 370
2794 0 727 369
2795 0 199 727
2796 0 102 727
2797 0 727 389
2798 0 728 369
2799 0 55 728
2800 0 199 728
2801 0 728 392
2802 0 729 370
2803 0 187 729
2804 0 106 729
2805 0 729 371
2806 0 730 370
2807 0 207 730
2808 0 106 730
2809 0 730 406
2810 0 731 370
2811 0 55 731
2812 0 207 731
2813 0 731 392
2814 0 732 371
2815 0 34 732
2816 0 206 732
2817 0 732 374
2818 0 733 371
2819 0 206 733
2820 0 106 733
2821 0 733 405
2822 0 734 372
2823 0 54 734
2824 0 188 734
2825 0 734 373
2826 0 735 372
2827 0 54 735
2828 0 189 735
2829 0 736 373
2830 0 188 736
2831 0 105 736
2832 0 736 374
2833 0 737 373
2834 0 204 737
2835 0 105 737
2836 0 737 401
2837 0 738 373
2838 0 54 738
2839 0 204 738
2840 0 739 374
2841 0 206 739
2842 0 105 739
2843 0 739 402
2844 0 740 375
2845 0 35 740
2846 0 190 740
2847 0 740 376
2848 0 741 375
2849 0 35 741
2850 0 192 741
2851 0 741 380
2852 0 742 375
2853 0 192 742
2854 0 98 742
2855 0 742 377
2856 0 743 376
2857 0 35 743
2858 0 193 743
2859 0 743 383
2860 0 744 376
2861 0 193 744
2862 0 99 744
2863 0 744 381
2864 0 745 377
2865 0 59 745
2866 0 191 745
2867 0 745 378
2868 0 746 377
2869 0 59 746
2870 0 192 746
2871 0 746 379
2872 0 747 378
2873 0 203 747
2874 0 104 747
2875 0 747 395
2876 0 748 378
2877 0 59 748
2878 0 203 748
2879 0 748 399
2880 0 749 379
2881 0 192 749
2882 0 112 749
2883 0 749 380
2884 0 750 379
2885 0 221 750
2886 0 112 750
2887 0 750 431
2888 0 751 379
2889 0 59 751
2890 0 221 751
2891 0 751 399
2892 0 752 380
2893 0 35 752
2894 0 218 752
2895 0 752 383
2896 0 753 380
2897 0 218 753
2898 0 112 753
2899 0 753 428
2900 0 754 381
2901 0 57 754
2902 0 193 754
2903 0 754 382
2904 0 755 381
2905 0 57 755
2906 0 194 755
2907 0 755 384
2908 0 756 382
2909 0 193 756
2910 0 110 756
2911 0 756 383
2912 0 757 382
2913 0 216 757
2914 0 110 757
2915 0 757 423
2916 0 758 382
2917 0 57 758
2918 0 216 758
2919 0 758 390
2920 0 759 383
2921 0 218 759
2922 0 110 759
2923 0 759 425
2924 0 760 384
2925 0 198 760
2926 0 101 760
2927 0 760 388
2928 0 761 384
2929 0 57 761
2930 0 198 761
2931 0 761 390
2932 0 762 385
2933 0 13 762
2934 0 195 762
2935 0 763 385
2936 0 13 763
2937 0 196 763
2938 0 763 386
2939 0 764 386
2940 0 196 764
2941 0 103 764
2942 0 764 387
2943 0 765 386
2944 0 13 765
2945 0 202 765
2946 0 766 386
2947 0 202 766
2948 0 103 766
2949 0 766 396
2950 0 767 387
2951 0 200 767
2952 0 103 767
2953 0 767 394
2954 0 768 388
2955 0 36 768
2956 0 197 768
2957 0 768 389
2958 0 769 388
2959 0 36 769
2960 0 198 769
2961 0 769 391
2962 0 770 389
2963 0 36 770
2964 0 199 770
2965 0 770 393
2966 0 771 390
2967 0 198 771
2968 0 111 771
2969 0 771 391
2970 0 772 390
2971 0 216 772
2972 0 111 772
2973 0 772 424
2974 0 773 391
2975 0 36 773
2976 0 209 773
2977 0 773 393
2978 0 774 391
2979 0 209 774
2980 0 111 774
2981 0 774 411
2982 0 775 392
2983 0 199 775
2984 0 107 775
2985 0 775 393
2986 0 776 392
2987 0 207 776
2988 0 107 776
2989 0 776 407
2990 0 777 393
2991 0 209 777
2992 0 107 777
2993 0 777 410
2994 0 778 394
2995 0 37 778
2996 0 200 778
2997 0 778 395
2998 0 779 394
2999 0 37 779
3000 0 201 779
3001 0 779 398
3002 0 780 394
3003 0 201 780
3004 0 103 780
3005 0 780 396
3006 0 781 395
3007 0 37 781
3008 0 203 781
3009 0 781 400
3010 0 782 396
3011 0 61 782
3012 0 201 782
3013 0 782 397
3014 0 783 396
3015 0 61 783
3016 0 202 783
3017 0 784 397
3018 0 201 784
3019 0 118 784
3020 0 784 398
3021 0 785 397
3022 0 232 785
3023 0 118 785
3024 0 785 455
3025 0 786 397
3026 0 61 786
3027 0 232 786
3028 0 787 398
3029 0 37 787
3030 0 227 787
3031 0 787 400
3032 0 788 398
3033 0 227 788
3034 0 118 788
3035 0 788 447
3036 0 789 399
3037 0 203 789
3038 0 115 789
3039 0 789 400
3040 0 790 399
3041 0 221 790
3042 0 115 790
3043 0 790 434
3044 0 791 400
3045 0 227 791
3046 0 115 791
3047 0 791 446
3048 0 792 401
3049 0 6 792
3050 0 204 792
3051 0 793 401
3052 0 6 793
3053 0 205 793
3054 0 793 403
3055 0 794 401
3056 0 205 794
3057 0 105 794
3058 0 794 402
3059 0 795 402
3060 0 56 795
3061 0 205 795
3062 0 795 404
3063 0 796 402
3064 0 56 796
3065 0 206 796
3066 0 796 405
3067 0 797 403
3068 0 205 797
3069 0 108 797
3070 0 797 404
3071 0 798 403
3072 0 6 798
3073 0 212 798
3074 0 799 403
3075 0 212 799
3076 0 108 799
3077 0 799 416
3078 0 800 404
3079 0 211 800
3080 0 108 800
3081 0 800 414
3082 0 801 404
3083 0 56 801
3084 0 211 801
3085 0 801 409
3086 0 802 405
3087 0 208 802
3088 0 106 802
3089 0 802 406
3090 0 803 405
3091 0 56 803
3092 0 208 803
3093 0 803 409
3094 0 804 406
3095 0 27 804
3096 0 207 804
3097 0 804 407
3098 0 805 406
3099 0 27 805
3100 0 208 805
3101 0 805 408
3102 0 806 407
3103 0 27 806
3104 0 210 806
3105 0 806 412
3106 0 807 407
3107 0 210 807
3108 0 107 807
3109 0 807 410
3110 0 808 408
3111 0 208 808
3112 0 109 808
3113 0 808 409
3114 0 809 408
3115 0 27 809
3116 0 215 809
3117 0 809 412
3118 0 810 408
3119 0 215 810
3120 0 109 810
3121 0 810 419
3122 0 811 409
3123 0 211 811
3124 0 109 811
3125 0 811 415
3126 0 812 410
3127 0 60 812
3128 0 209 812
3129 0 812 411
3130 0 813 410
3131 0 60 813
3132 0 210 813
3133 0 813 413
3134 0 814 411
3135 0 219 814
3136 0 111 814
3137 0 814 424
3138 0 815 411
3139 0 60 815
3140 0 219 815
3141 0 815 430
3142 0 816 412
3143 0 210 816
3144 0 117 816
3145 0 816 413
3146 0 817 412
3147 0 215 817
3148 0 117 817
3149 0 817 422
3150 0 818 413
3151 0 229 818
3152 0 117 818
3153 0 818 450
3154 0 819 413
3155 0 60 819
3156 0 229 819
3157 0 819 430
3158 0 820 414
3159 0 39 820
3160 0 211 820
3161 0 820 415
3162 0 821 414
3163 0 39 821
3164 0 213 821
3165 0 821 418
3166 0 822 414
3167 0 213 822
3168 0 108 822
3169 0 822 416
3170 0 823 415
3171 0 39 823
3172 0 214 823
3173 0 823 421
3174 0 824 415
3175 0 214 824
3176 0 109 824
3177 0 824 419
3178 0 825 416
3179 0 67 825
3180 0 212 825
3181 0 826 416
3182 0 67 826
3183 0 213 826
3184 0 826 417
3185 0 827 417
3186 0 213 827
3187 0 127 827
3188 0 827 418
3189 0 828 417
3190 0 253 828
3191 0 127 828
3192 0 828 493
3193 0 829 417
3194 0 67 829
3195 0 253 829
3196 0 830 418
3197 0 39 830
3198 0 242 830
3199 0 830 421
3200 0 831 418
3201 0 242 831
3202 0 127 831
3203 0 831 474
3204 0 832 419
3205 0 63 832
3206 0 214 832
3207 0 832 420
3208 0 833 419
3209 0 63 833
3210 0 215 833
3211 0 833 422
3212 0 834 420
3213 0 214 834
3214 0 122 834
3215 0 834 421
3216 0 835 420
3217 0 238 835
3218 0 122 835
3219 0 835 466
3220 0 836 420
3221 0 63 836
3222 0 238 836
3223 0 836 453
3224 0 837 421
3225 0 242 837
3226 0 122 837
3227 0 837 471
3228 0 838 422
3229 0 231 838
3230 0 117 838
3231 0 838 450
3232 0 839 422
3233 0 63 839
3234 0 231 839
3235 0 839 453
3236 0 840 423
3237 0 5 840
3238 0 216 840
3239 0 840 424
3240 0 841 423
3241 0 5 841
3242 0 217 841
3243 0 841 426
3244 0 842 423
3245 0 217 842
3246 0 110 842
3247 0 842 425
3248 0 843 424
3249 0 5 843
3250 0 219 843
3251 0 843 429
3252 0 844 425
3253 0 58 844
3254 0 217 844
3255 0 844 427
3256 0 845 425
3257 0 58 845
3258 0 218 845
3259 0 845 428
3260 0 846 426
3261 0 217 846
3262 0 113 846
3263 0 846 427
3264 0 847 426
3265 0 5 847
3266 0 223 847
3267 0 847 429
3268 0 848 426
3269 0 223 848
3270 0 113 848
3271 0 848 437
3272 0 849 427
3273 0 222 849
3274 0 113 849
3275 0 849 435
3276 0 850 427
3277 0 58 850
3278 0 222 850
3279 0 850 433
3280 0 851 428
3281 0 220 851
3282 0 112 851
3283 0 851 431
3284 0 852 428
3285 0 58 852
3286 0 220 852
3287 0 852 433
3288 0 853 429
3289 0 219 853
3290 0 116 853
3291 0 853 430
3292 0 854 429
3293 0 223 854
3294 0 116 854
3295 0 854 438
3296 0 855 430
3297 0 229 855
3298 0 116 855
3299 0 855 449
3300 0 856 431
3301 0 28 856
3302 0 220 856
3303 0 856 432
3304 0 857 431
3305 0 28 857
3306 0 221 857
3307 0 857 434
3308 0 858 432
3309 0 220 858
3310 0 114 858
3311 0 858 433
3312 0 859 432
3313 0 28 859
3314 0 226 859
3315 0 859 444
3316 0 860 432
3317 0 226 860
3318 0 114 860
3319 0 860 441
3320 0 861 433
3321 0 222 861
3322 0 114 861
3323 0 861 436
3324 0 862 434
3325 0 28 862
3326 0 228 862
3327 0 862 444
3328 0 863 434
3329 0 228 863
3330 0 115 863
3331 0 863 446
3332 0 864 435
3333 0 41 864
3334 0 222 864
3335 0 864 436
3336 0 865 435
3337 0 41 865
3338 0 224 865
3339 0 865 440
3340 0 866 435
3341 0 224 866
3342 0 113 866
3343 0 866 437
3344 0 867 436
3345 0 41 867
3346 0 225 867
3347 0 867 443
3348 0 868 436
3349 0 225 868
3350 0 114 868
3351 0 868 441
3352 0 869 437
3353 0 64 869
3354 0 223 869
3355 0 869 438
3356 0 870 437
3357 0 64 870
3358 0 224 870
3359 0 870 439
3360 0 871 438
3361 0 230 871
3362 0 116 871
3363 0 871 449
3364 0 872 438
3365 0 64 872
3366 0 230 872
3367 0 872 451
3368 0 873 439
3369 0 224 873
3370 0 124 873
3371 0 873 440
3372 0 874 439
3373 0 243 874
3374 0 124 874
3375 0 874 476
3376 0 875 439
3377 0 64 875
3378 0 243 875
3379 0 875 451
3380 0 876 440
3381 0 41 876
3382 0 245 876
3383 0 876 443
3384 0 877 440
3385 0 245 877
3386 0 124 877
3387 0 877 479
3388 0 878 441
3389 0 68 878
3390 0 225 878
3391 0 878 442
3392 0 879 441
3393 0 68 879
3394 0 226 879
3395 0 879 445
3396 0 880 442
3397 0 225 880
3398 0 131 880
3399 0 880 443
3400 0 881 442
3401 0 258 881
3402 0 131 881
3403 0 881 504
3404 0 882 442
3405 0 68 882
3406 0 258 882
3407 0 882 463
3408 0 883 443
3409 0 245 883
3410 0 131 883
3411 0 883 480
3412 0 884 444
3413 0 226 884
3414 0 120 884
3415 0 884 445
3416 0 885 444
3417 0 228 885
3418 0 120 885
3419 0 885 448
3420 0 886 445
3421 0 237 886
3422 0 120 886
3423 0 886 459
3424 0 887 445
3425 0 68 887
3426 0 237 887
3427 0 887 463
3428 0 888 446
3429 0 62 888
3430 0 227 888
3431 0 888 447
3432 0 889 446
3433 0 62 889
3434 0 228 889
3435 0 889 448
3436 0 890 447
3437 0 233 890
3438 0 118 890
3439 0 890 455
3440 0 891 447
3441 0 62 891
3442 0 233 891
3443 0 891 457
3444 0 892 448
3445 0 234 892
3446 0 120 892
3447 0 892 459
3448 0 893 448
3449 0 62 893
3450 0 234 893
3451 0 893 457
3452 0 894 449
3453 0 38 894
3454 0 229 894
3455 0 894 450
3456 0 895 449
3457 0 38 895
3458 0 230 895
3459 0 895 452
3460 0 896 450
3461 0 38 896
3462 0 231 896
3463 0 896 454
3464 0 897 451
3465 0 230 897
3466 0 123 897
3467 0 897 452
3468 0 898 451
3469 0 243 898
3470 0 123 898
3471 0 898 475
3472 0 899 452
3473 0 38 899
3474 0 240 899
3475 0 899 454
3476 0 900 452
3477 0 240 900
3478 0 123 900
3479 0 900 470
3480 0 901 453
3481 0 231 901
3482 0 121 901
3483 0 901 454
3484 0 902 453
3485 0 238 902
3486 0 121 902
3487 0 902 465
3488 0 903 454
3489 0 240 903
3490 0 121 903
3491 0 903 467
3492 0 904 455
3493 0 7 904
3494 0 232 904
3495 0 905 455
3496 0 7 905
3497 0 233 905
3498 0 905 456
3499 0 906 456
3500 0 233 906
3501 0 119 906
3502 0 906 457
3503 0 907 456
3504 0 7 907
3505 0 235 907
3506 0 908 456
3507 0 235 908
3508 0 119 908
3509 0 908 460
3510 0 909 457
3511 0 234 909
3512 0 119 909
3513 0 909 458
3514 0 910 458
3515 0 40 910
3516 0 234 910
3517 0 910 459
3518 0 911 458
3519 0 40 911
3520 0 236 911
3521 0 911 462
3522 0 912 458
3523 0 236 912
3524 0 119 912
3525 0 912 460
3526 0 913 459
3527 0 40 913
3528 0 237 913
3529 0 913 464
3530 0 914 460
3531 0 70 914
3532 0 235 914
3533 0 915 460
3534 0 70 915
3535 0 236 915
3536 0 915 461
3537 0 916 461
3538 0 236 916
3539 0 132 916
3540 0 916 462
3541 0 917 461
3542 0 263 917
3543 0 132 917
3544 0 917 511
3545 0 918 461
3546 0 70 918
3547 0 263 918
3548 0 919 462
3549 0 40 919
3550 0 260 919
3551 0 919 464
3552 0 920 462
3553 0 260 920
3554 0 132 920
3555 0 920 508
3556 0 921 463
3557 0 237 921
3558 0 130 921
3559 0 921 464
3560 0 922 463
3561 0 258 922
3562 0 130 922
3563 0 922 503
3564 0 923 464
3565 0 260 923
3566 0 130 923
3567 0 923 505
3568 0 924 465
3569 0 25 924
3570 0 238 924
3571 0 924 466
3572 0 925 465
3573 0 25 925
3574 0 239 925
3575 0 925 468
3576 0 926 465
3577 0 239 926
3578 0 121 926
3579 0 926 467
3580 0 927 466
3581 0 25 927
3582 0 241 927
3583 0 927 472
3584 0 928 466
3585 0 241 928
3586 0 122 928
3587 0 928 471
3588 0 929 467
3589 0 65 929
3590 0 239 929
3591 0 929 469
3592 0 930 467
3593 0 65 930
3594 0 240 930
3595 0 930 470
3596 0 931 468
3597 0 239 931
3598 0 126 931
3599 0 931 469
3600 0 932 468
3601 0 25 932
3602 0 250 932
3603 0 932 472
3604 0 933 468
3605 0 250 933
3606 0 126 933
3607 0 933 489
3608 0 934 469
3609 0 247 934
3610 0 126 934
3611 0 934 484
3612 0 935 469
3613 0 65 935
3614 0 247 935
3615 0 935 478
3616 0 936 470
3617 0 244 936
3618 0 123 936
3619 0 936 475
3620 0 937 470
3621 0 65 937
3622 0 244 937
3623 0 937 478
3624 0 938 471
3625 0 66 938
3626 0 241 938
3627 0 938 473
3628 0 939 471
3629 0 66 939
3630 0 242 939
3631 0 939 474
3632 0 940 472
3633 0 241 940
3634 0 129 940
3635 0 940 473
3636 0 941 472
3637 0 250 941
3638 0 129 941
3639 0 941 490
3640 0 942 473
3641 0 254 942
3642 0 129 942
3643 0 942 497
3644 0 943 473
3645 0 66 943
3646 0 254 943
3647 0 943 495
3648 0 944 474
3649 0 252 944
3650 0 127 944
3651 0 944 493
3652 0 945 474
3653 0 66 945
3654 0 252 945
3655 0 945 495
3656 0 946 475
3657 0 30 946
3658 0 243 946
3659 0 946 476
3660 0 947 475
3661 0 30 947
3662 0 244 947
3663 0 947 477
3664 0 948 476
3665 0 30 948
3666 0 246 948
3667 0 948 481
3668 0 949 476
3669 0 246 949
3670 0 124 949
3671 0 949 479
3672 0 950 477
3673 0 244 950
3674 0 125 950
3675 0 950 478
3676 0 951 477
3677 0 30 951
3678 0 249 951
3679 0 951 481
3680 0 952 477
3681 0 249 952
3682 0 125 952
3683 0 952 485
3684 0 953 478
3685 0 247 953
3686 0 125 953
3687 0 953 483
3688 0 954 479
3689 0 71 954
3690 0 245 954
3691 0 954 480
3692 0 955 479
3693 0 71 955
3694 0 246 955
3695 0 955 482
3696 0 956 480
3697 0 261 956
3698 0 131 956
3699 0 956 504
3700 0 957 480
3701 0 71 957
3702 0 261 957
3703 0 957 510
3704 0 958 481
3705 0 246 958
3706 0 135 958
3707 0 958 482
3708 0 959 481
3709 0 249 959
3710 0 135 959
3711 0 959 488
3712 0 960 482
3713 0 269 960
3714 0 135 960
3715 0 960 523
3716 0 961 482
3717 0 71 961
3718 0 269 961
3719 0 961 510
3720 0 962 483
3721 0 43 962
3722 0 247 962
3723 0 962 484
3724 0 963 483
3725 0 43 963
3726 0 248 963
3727 0 963 487
3728 0 964 483
3729 0 248 964
3730 0 125 964
3731 0 964 485
3732 0 965 484
3733 0 43 965
3734 0 251 965
3735 0 965 492
3736 0 966 484
3737 0 251 966
3738 0 126 966
3739 0 966 489
3740 0 967 485
3741 0 75 967
3742 0 248 967
3743 0 967 486
3744 0 968 485
3745 0 75 968
3746 0 249 968
3747 0 968 488
3748 0 969 486
3749 0 248 969
3750 0 140 969
3751 0 969 487
3752 0 970 486
3753 0 279 970
3754 0 140 970
3755 0 970 536
3756 0 971 486
3757 0 75 971
3758 0 279 971
3759 0 971 525
3760 0 972 487
3761 0 43 972
3762 0 277 972
3763 0 972 492
3764 0 973 487
3765 0 277 973
3766 0 140 973
3767 0 973 535
3768 0 974 488
3769 0 270 974
3770 0 135 974
3771 0 974 523
3772 0 975 488
3773 0 75 975
3774 0 270 975
3775 0 975 525
3776 0 976 489
3777 0 74 976
3778 0 250 976
3779 0 976 490
3780 0 977 489
3781 0 74 977
3782 0 251 977
3783 0 977 491
3784 0 978 490
3785 0 257 978
3786 0 129 978
3787 0 978 497
3788 0 979 490
3789 0 74 979
3790 0 257 979
3791 0 979 501
3792 0 980 491
3793 0 251 980
3794 0 139 980
3795 0 980 492
3796 0 981 491
3797 0 276 981
3798 0 139 981
3799 0 981 533
3800 0 982 491
3801 0 74 982
3802 0 276 982
3803 0 982 501
3804 0 983 492
3805 0 277 983
3806 0 139 983
3807 0 983 534
3808 0 984 493
3809 0 29 984
3810 0 252 984
3811 0 984 494
3812 0 985 493
3813 0 29 985
3814 0 253 985
3815 0 986 494
3816 0 252 986
3817 0 128 986
3818 0 986 495
3819 0 987 494
3820 0 29 987
3821 0 256 987
3822 0 988 494
3823 0 256 988
3824 0 128 988
3825 0 988 498
3826 0 989 495
3827 0 254 989
3828 0 128 989
3829 0 989 496
3830 0 990 496
3831 0 42 990
3832 0 254 990
3833 0 990 497
3834 0 991 496
3835 0 42 991
3836 0 255 991
3837 0 991 500
3838 0 992 496
3839 0 255 992
3840 0 128 992
3841 0 992 498
3842 0 993 497
3843 0 42 993
3844 0 257 993
3845 0 993 502
3846 0 994 498
3847 0 72 994
3848 0 255 994
3849 0 994 499
3850 0 995 498
3851 0 72 995
3852 0 256 995
3853 0 996 499
3854 0 255 996
3855 0 137 996
3856 0 996 500
3857 0 997 499
3858 0 272 997
3859 0 137 997
3860 0 997 529
3861 0 998 499
3862 0 72 998
3863 0 272 998
3864 0 999 500
3865 0 42 999
3866 0 274 999
3867 0 999 502
3868 0 1000 500
3869 0 274 1000
3870 0 137 1000
3871 0 1000 530
3872 0 1001 501
3873 0 257 1001
3874 0 138 1001
3875 0 1001 502
3876 0 1002 501
3877 0 276 1002
3878 0 138 1002
3879 0 1002 532
3880 0 1003 502
3881 0 274 1003
3882 0 138 1003
3883 0 1003 531
3884 0 1004 503
3885 0 26 1004
3886 0 258 1004
3887 0 1004 504
3888 0 1005 503
3889 0 26 1005
3890 0 259 1005
3891 0 1005 506
3892 0 1006 503
3893 0 259 1006
3894 0 130 1006
3895 0 1006 505
3896 0 1007 504
3897 0 26 1007
3898 0 261 1007
3899 0 1007 509
3900 0 1008 505
3901 0 69 1008
3902 0 259 1008
3903 0 1008 507
3904 0 1009 505
3905 0 69 1009
3906 0 260 1009
3907 0 1009 508
3908 0 1010 506
3909 0 259 1010
3910 0 134 1010
3911 0 1010 507
3912 0 1011 506
3913 0 26 1011
3914 0 267 1011
3915 0 1011 509
3916 0 1012 506
3917 0 267 1012
3918 0 134 1012
3919 0 1012 519
3920 0 1013 507
3921 0 264 1013
3922 0 134 1013
3923 0 1013 515
3924 0 1014 507
3925 0 69 1014
3926 0 264 1014
3927 0 1014 513
3928 0 1015 508
3929 0 262 1015
3930 0 132 1015
3931 0 1015 511
3932 0 1016 508
3933 0 69 1016
3934 0 262 1016
3935 0 1016 513
3936 0 1017 509
3937 0 261 1017
3938 0 136 1017
3939 0 1017 510
3940 0 1018 509
3941 0 267 1018
3942 0 136 1018
3943 0 1018 520
3944 0 1019 510
3945 0 269 1019
3946 0 136 1019
3947 0 1019 524
3948 0 1020 511
3949 0 32 1020
3950 0 262 1020
3951 0 1020 512
3952 0 1021 511
3953 0 32 1021
3954 0 263 1021
3955 0 1022 512
3956 0 262 1022
3957 0 133 1022
3958 0 1022 513
